rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R26842857,h165488227,katie,lynn,bui,f,15,4/3/2001, 15  Heddon  Street ,Bellbird,2325.0,NSW, 02  2774  3455 ,katie.bui@hotmail.com,bachelor-degree,other-technician,98837.0, 2170  1552  9937  2181 ,0,2016-08-08T18:53+00:00
R45472017,e114074257,angela,hannah,rhinehardt,f,77,26/8/1943, 5  daytons  drive  kelara ,ranelagh,7109.0,tas, 03  4550  4025 ,rhinehardt.angela@mail.com.au,diploma,other-technician,115870.0, 3191  7348  7776  2356 ,56,2018-08-19t13:34+00:00
R90198459,i199840951,evan,maston,bruno,f,24,3/4/1996, 42  borenore  lane  kenvale ,borenore,2800.0,nsw, 02  1588  8711 ,bruno50@hotmail.com,advance-diploma,art-media-professional,-9999.0, 4496  1676  9466  2010 ,5,2020-04-02t07:41+00:00
R32578482,h184273258,joy,ashburn,bryant,f,2,2/12/2014, 91  Coonanga  Avenue ,Halekulani,2262.0,NSW, 02  1643  1441 ,mfmkdcrijq@gmail.com,primary-school,,-9999.0,,0,2016-04-06T12:06+00:00
R23663966,a139626663,michael,eugene,ferguson,f,31,27/1/1985, 7  Dornoch  Court ,Marrara,812.0,NT,,michael.ferguson@mail.com.au,certificate-iv,other-technician,115500.0, 8084  8575  1141  3140 ,15,2015-03-23T13:51+00:00
R90488521,f125488019,dennis,wayne,greene,f,67,7/12/1953, 18  kalkaringi  street  kalkarindji  community , victoria  river ,852.0,nt, 08  5292  9577 ,scbrisaamh@mail.com.au,bachelor-degree,other-technician,70814.0, 3489  0770  0345  6765 ,48,2020-01-01t19:48+00:00
R97602347,c173967042,ryan,alan,presjack,f,18,14/8/1998, 47  Moore  Road , Airport  West ,3042.0,VIC, 03  4635  1480 ,presjack26@hotmail.com,bachelor-degree,education-professional,80591.0, 9825  4728  2789  1483 ,3,2016-12-04T03:17+00:00
R85902275,a158527290,melisia,ann,calabria,f,28,10/3/1992, 1  pinevale  street  pinevale ,daymar,4497.0,qld, 07  1474  0094 ,melisia85@yahoo.com,certificate-ii,carer,45632.0, 9020  5978  8660  2162 ,9,2020-04-12t02:46+00:00
R92252243,d142952223,christopher,david,poole,m,56,3/1/1960, 21  Nelson  Avenue ,Belmore,2192.0,NSW,,poole.christopher@hotmail.com,senior-secondary-school,taxi-driver,13960.0, 7799  8479  2858  5243 ,41,2016-08-11T03:29+00:00
R11456191,h196111145,thurman,r,chandler,f,8,7/9/2012, 1  princess  street  flt  3 ,richmond,3121.0,vic, 03  3897  8106 ,chandler56@hotmail.com,primary-school,,0.0,,0,2020-06-10t13:22+00:00
R53921380,h131028395,jimmy,earl,hoofnagle,f,60,1/4/1960, 4  chevron  rise  seaview ,nerang,4211.0,qld, 07  4081  2722 ,,doctoral-degree,chief-executive,161304.0, 3551  9632  4407  6201 ,40,2019-09-10t02:12+00:00
R43408734,b140743438,terry,eugene,smith,m,35,26/12/1981, 206  Whitehorse  Road ,Balwyn,3103.0,VIC, 03  0575  5207 ,,bachelor-degree,ict-professional,87069.0, 0611  8699  5640  0306 ,13,2009-12-19T07:10+00:00
R46586234,g156244638,lillie,gail,pilman,f,63,1/8/1956, 13  Klyn  Circuit ,Nhulunbuy,880.0,NT, 08  2688  4888 ,hnstqpehqg@aol.com,bachelor-degree,health-professional,109336.0, 2416  1003  9246  1133 ,45,2019-01-20T12:01+00:00
R32490323,f104322339,daniel,dale,morris,m,19,27/1/1998, 10  Esther  Court ,Laverton,3028.0,VIC, 03  4772  2844 ,,certificate-iii,engineering-worker,, 1693  6811  6902  4643 ,3,2017-08-08T13:48+00:00
R13674236,f114663732,enjolie,m,jones,f,33,12/3/1987, 49  whish-wilson  road  the  sidling ,scottsdale,7260.0,tas, 03  2773  2395 ,jones19@gmail.com,diploma,other-worker,61039.0, 3360  7034  5064  6418 ,14,2020-05-14t08:47+00:00
R37452813,i147521833,mark,jamar,shelton,f,23,6/5/1997, 47  tarcoola  street  hakea  lodge ,shepparton,3630.0,vic, 03  6203  0283 ,,diploma,construction-worker,, 6880  0728  9589  2756 ,4,2020-07-15t12:16+00:00
R38290381,a110889323,todd,e,schroeder,m,82,22/7/1936, 66  Ogden  Street ,Stafford,4053.0,QLD, 07  3975  0687 ,schroeder.todd@gmail.com,diploma,re-tired,0.0, 4226  8015  8738  4843 ,45,2016-01-14T17:13+00:00
R09561871,i116718059,justin,e,woods,m,62,19/7/1958, 562  burwood  highway  vermont  retr  vlge , vermont  south ,3133.0,vic, 03  1137  0276 ,woods45@mail.com,advance-diploma,ict-technician,121944.0, 0096  1942  8630  0026 ,43,2020-03-06t24:08+00:00
R29515622,d112659252,lynn,michelle,satterfield,f,36,30/12/1984, 3  hays  street  goolwa  cottage ,goolwa,5214.0,sa, 08  0858  2222 ,satterfield40@gmail.com,secondary-school,part-time-worker,7709.0, 7735  5571  2886  3282 ,17,2020-05-27t09:03+00:00
R72923934,b199274233,james,luis,lovi,m,22,18/9/1998, 283  spring  street  spring  st  towers ,melbourne,3000.0,vic, 03  3048  6698 ,james20@aol.com,certificate-iii,other-technician,-9999.0, 9562  7658  2637  7552 ,3,2020-02-27t09:29+00:00
R48224478,e142828744,nina,ward,desell,f,63,25/6/1953, 260  richmond  road  gateway  village ,grafton,2460.0,nsw,,nina55@mail.com.au,bachelor-degree,ict-professional,109541.0, 4270  3941  4946  0908 ,48,2016-01-12T15:02+00:00
R08597152,a119557280,angie,,vandiford,f,62,4/4/1958, 179  karalta  road  tarragal  glen ,erina,2250.0,nsw, 02  3565  6134 ,edgntfbgrd@aol.com,certificate-iv,construction-worker,59696.0, 2703  9788  4379  4574 ,43,2020-04-24t10:49+00:00
R70931781,f193177801,john,lawson,churn,m,12,21/12/2008, 215  grays  road  pejap ,paraparap,3240.0,vic, 03  3736  9673 ,lscoijgodl@mail.com,secondary-school,,0.0,,0,2020-03-10t19:52+00:00
R32626913,a116293623,dorothy,benita,schaefer,f,13,22/12/2007, 27  culgoora  road  urandoo ,narrabri,2390.0,nsw, 02  9962  5631 ,dorothy98@mail.com.au,secondary-school,,0.0,,0,2020-01-12t22:15+00:00
R77855210,b151250778,robert,lee,scott,m,57,22/8/1963, 57  Brunskill  Avenue , Forest  Hill ,2651.0,NSW, 02  6655  9013 ,scott.robert@yahoo.com,diploma,other-technician,, 9965  3997  4626  3050 ,38,2020-10-12T22:20+00:00
R93021101,i111092301,wendy,,overbee,f,33,4/3/1987, 28  bowdens  road  rose  cottage ,hadspen,7290.0,tas, 03  7219  1705 ,wendy.overbee@mail.com,graduate-diploma,ict-professional,144075.0, 8911  5200  8843  6008 ,14,2020-07-08t20:16+00:00
R42924918,b149418229,austin,steven,riggan,f,57,5/5/1959, 8  Arthur  Avenue ,Cooma,2630.0,NSW, 02  7324  6782 ,defrancesco.austin@aol.com,masters-degree,health-professional,146340.0, 6081  9106  1566  2797 ,42,2016-06-10T15:52+00:00
R61896269,f119666892,sarah,nicole,smith,f,31,31/8/1989, 373  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  6250  4614 ,smith84@hotmail.com,certificate-iii,automotive-worker,51930.0, 8092  7710  1220  8757 ,12,2020-07-18t21:07+00:00
R39564060,g136905604,danny,,trantham,f,13,24/1/2007, 1644  sutton  road  the  anchorage ,wamboin,2620.0,nsw, 02  7428  8611 ,trantham.danny@hotmail.com,secondary-school,,0.0,,0,2020-01-23t10:23+00:00
R89311496,i191834916,shawn,graeme,mcneill,f,17,5/2/1999, 30  Pomona  Road , Riverside  West ,7250.0,TAS, 03  2612  0704 ,mcneill.shawn@gmail.com,certificate-iv,ict-technician,, 5583  2118  0764  8570 ,2,2016-04-25T20:45+00:00
R44936332,f143423693,tim,clarence,kinnin,m,8,22/10/2012, 1  goyarra  court  flt  3 ,grovedale,3216.0,vic, 03  9986  4801 ,kinnin.tim@mail.com.au,primary-school,,,,0,2020-02-01t18:35+00:00
R39995045,e199595403,justin,lee,layne,m,53,11/9/1966, 59  Northumberland  Avenue , Mount  Colah ,2079.0,NSW, 02  7576  7718 ,,advance-diploma,other-technician,145713.0, 7101  6209  9811  5815 ,33,2017-02-09T16:42+00:00
R46912470,g194462170,david,lee-edward,sigmon,f,47,20/8/1973, 40  marcus  clarke  street  canberra  house , canberra  city ,2601.0,act,,lmjdisossq@hotmail.com,certificate-i,clerical-worker,45945.0, 1412  0874  8519  1800 ,24,2016-11-02t13:19+00:00
R88330401,a188301430,betsy,maxwell,simms,f,25,25/9/1991,,Womboota,2731.0,NSW, 02  5167  4287 ,betsy.simms@mail.com.au,advance-diploma,ict-professional,108835.0, 3220  9088  3039  8125 ,10,2016-11-02T06:13+00:00
R95865729,f175829596,ashlie,thomas,zapata,f,69,24/5/1951, 45  park  lane  aptmt  206 ,somerville,3912.0,vic, 03  3641  3232 ,zapata32@mail.com,graduate-diploma,chief-executive,196380.0, 9124  5585  8635  1360 ,50,2020-05-19t13:37+00:00
R08791228,e188292071,daniel,frederick,johnson,f,25,5/12/1995, 106  nelson  bay  road  bayway  village , fullerton  cove ,2318.0,nsw, 02  1526  5292 ,,graduate-certificate,legislator,166878.0, 4582  7652  8378  0844 ,6,2020-03-08t04:45+00:00
R46832890,c139280486,marley,marie,newsome,f,27,21/4/1989, 28  Austin  Street ,Wynyard,7325.0,TAS, 03  5955  3444 ,marley.newsome@mail.com.au,certificate-iv,ict-technician,, 7229  4984  7075  7001 ,12,2016-09-03T01:10+00:00
R49926147,c162749491,berkley,albert,tremp,m,71,18/4/1949, 36  martins  lane  billabong ,portsea,3944.0,vic, 03  0248  3365 ,tremp.berkley@mail.com,bachelor-degree,ict-technician,97077.0, 6415  0074  3134  5280 ,51,2019-06-14t19:43+00:00
R29227009,d107922290,william,lee,coe,m,62,3/11/1955, 6  Husnes  Avenue ,Nhulunbuy,880.0,NT, 08  0293  7895 ,coe.william@aol.com,masters-degree,legislator,, 3563  2337  0782  9732 ,45,2016-04-08T12:52+00:00
R59493939,c199933954,margaret,,reza,f,21,9/3/1998, 16  Bimbadeen  Court , West  Hobart ,7000.0,TAS,,reza54@mail.com.au,certificate-iii,other-technician,127137.0, 2462  8101  1486  7823 ,3,2019-08-20T01:39+00:00
R64496147,a174614649,pamela,smith,plouffe,f,61,22/4/1957, 4  Cottswold  Rise ,Templestowe,3106.0,VIC, 03  4995  8548 ,pamela54@mail.com,bachelor-degree,other-technician,-9999.0, 7064  3519  6749  6024 ,41,2015-12-25T19:39+00:00
R33622196,a116293623,dorothy,benita,taro,f,11,22/12/2007, 64  Labrina  Avenue ,Prospect,5082.0,SA, 08  6447  5147 ,dorothy98@mail.com.au,secondary-school,,0.0,,0,2018-06-16T16:36+00:00
R47420344,b170443442,margaret,pierce,white,f,16,16/3/2004, 93  holden  street  billabong  cvan  park , tweed  heads ,2485.0,nsw,,margaret.white@gmail.com,senior-secondary-school,casual-worker,, 6649  4658  1314  2340 ,3,2020-04-11t06:10+00:00
R13796061,g136107619,eric,alan,oakley,m,48,23/8/1972, 100  jabez  street  silverland  roadhouse , broken  hill ,2880.0,nsw, 02  0967  8199 ,oakley.eric@mail.com,advance-diploma,ict-technician,102695.0, 8108  8902  9050  3713 ,29,2020-06-19t16:57+00:00
R81176001,i180671101,salena,topolyn,coleman,f,23,17/12/1997, 40  marcus  clarke  street  canberra  hse , canberra  city ,2601.0,act,,salena54@yahoo.com,diploma,other-technician,71575.0, 0337  1536  3848  2474 ,4,2020-06-04t15:02+00:00
R27506028,b120862507,wayne,mitchell,jessup,f,55,23/4/1962, 17  Cross  Road ,Cronulla,2230.0,NSW, 02  7143  5727 ,jessup.wayne@yahoo.com,masters-degree,legal-professional,-9999.0, 9721  8054  0160  2078 ,36,2014-08-20T05:21+00:00
R59210064,e100294615,rebecca,costner,helms,f,31,7/4/1989, 1  bentons  road  dellaway  park ,moorooduc,3933.0,vic, 03  2344  3280 ,rebecca75@gmail.com,secondary-school,farm-worker,15754.0, 3979  7556  8263  5185 ,10,2018-01-21t10:48+00:00
R32438063,g143383620,leon,,randolph,m,68,23/2/1950, 4  Manton  Street ,Darwin,800.0,NT, 08  6908  0396 ,pjdditfmga@hotmail.com,diploma,engineering-worker,, 1084  1582  9460  1995 ,51,2018-02-14T01:02+00:00
R47059397,a109754793,john,e,mclean,m,19,17/9/2001, 2741  fernvale  road  forest  hill ,lowood,4311.0,qld, 07  7602  6458 ,john23@mail.com,certificate-ii,health-support-worker,72994.0, 0950  4596  6076  9671 ,0,2020-05-02t22:59+00:00
R50831390,e130835190,michael,adams,mitchell,f,14,11/8/2006, 15  hale  road  villa  127 ,mosman,2088.0,nsw, 02  6421  5399 ,mitchell75@mail.com,secondary-school,,0.0,,0,2020-07-08t17:10+00:00
R14794538,g119437485,william,wade,mohammed,m,55,16/6/1965, 188  windless  lane  bongaree  caravan  park , bribie  island ,4507.0,qld, 07  6195  1589 ,william79@aol.com,diploma,engineering-worker,77665.0, 7112  8089  0869  2005 ,33,2017-05-08t09:08+00:00
R89003684,c100988634,victor,daniel,maxwell,m,57,9/11/1959, 538  hopewell  road  blks  500 , darwin  river ,822.0,nt, 08  9354  6245 ,aoncqlmfgf@gmail.com,diploma,other-technician,72245.0, 7707  1147  8637  2954 ,42,2016-10-20T05:24+00:00
R14639775,d174591637,elizabeth,,cimino,f,57,15/1/1963, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 08  4969  2726 ,cimino.elizabeth@mail.com,bachelor-degree,ict-technician,-9999.0, 1423  9187  6905  1014 ,38,2020-04-14t18:05+00:00
R14810977,c110817947,matthew,lee,brame,m,61,9/11/1958, 24  Findlay  Street ,Portland,3305.0,VIC, 03  0726  9200 ,brame.matthew@yahoo.com,certificate-iii,automotive-worker,79488.0, 1189  9353  4208  6525 ,38,2014-09-03T12:53+00:00
R39180957,i179185093,sean,boyce,sawyers,m,65,5/3/1951, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  5240  3485 ,sawyers67@gmail.com,masters-degree,manager,133672.0, 0892  2740  8355  2222 ,49,2015-04-19T05:08+00:00
R84193493,d133994481,brandon,nelson,richardson,f,52,23/12/1968, 287  pacific  highway  pacific  gardens  caravn  park , raymond  terrace ,2324.0,nsw, 02  2431  6926 ,bhdefmtcds@mail.com.au,certificate-ii,other-service-worker,70453.0, 3991  1527  8084  9786 ,24,2011-02-10t02:41+00:00
R99957351,c153159997,edward,rummerleon,naber,f,59,30/12/1961, 22  mitchell  street  central  specialist  clinic ,darwin,800.0,nt, 08  2554  7497 ,edward.naber@aol.com,certificate-iv,other-worker,, 1970  6586  5697  2839 ,23,2003-04-16t01:28+00:00
R87118576,d111785876,wendi,leslie,hobbs,f,67,29/10/1953, 16  fredbert  street  aldersgate  house-s ,leichhardt,2040.0,nsw, 02  3893  9843 ,wendi.hobbs@mail.com.au,graduate-certificate,legislator,-9999.0, 5726  0778  0644  8462 ,44,2016-12-04t23:01+00:00
R94028860,h188029046,mika,latoya,rimmer,f,67,27/9/1953, 135  south  terrace  rowethorpe ,bentley,6102.0,wa, 08  4997  5433 ,nlnqbaonjr@aol.com,secondary-school,cleaner,15721.0, 4693  1355  0481  7175 ,48,2020-03-18t18:46+00:00
R35138328,d188132335,alan,norris,mostiller,f,68,18/5/1952, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 08  0895  9195 ,aornfpgasl@mail.com,masters-degree,art-media-professional,89474.0, 1752  2371  8602  5367 ,40,2011-09-19t14:26+00:00
R02664592,a154669220,euniqua,s,katerakis,f,12,9/8/2005, 17  Minden  Rise ,Sorrento,6020.0,WA, 08  7642  4134 ,euniqua.katerakis@mail.com.au,secondary-school,,-9999.0,,0,2017-11-06T10:04+00:00
R80685059,f189558600,gary,l,reed,m,49,1/6/1971, 18  rockvale  road  north  hill  medical  centre ,armidale,2350.0,nsw, 02  0852  7292 ,gary.reed@yahoo.com,certificate-ii,construction-worker,68433.0, 6373  4140  4110  2166 ,30,2020-01-01t06:14+00:00
R47850717,g147701587,eugene,ray,peele,f,29,3/4/1991, 1  moorooduc  road  tabulam  park ,mornington,3931.0,vic, 03  5887  6937 ,,advance-diploma,other-technician,-9999.0, 0202  1438  0389  6502 ,5,2015-12-25t07:58+00:00
R09457114,d114590471,robert,l,deaton,m,63,19/3/1957, 43  sergison  circuit  north  bank  caravan  park , rapid  creek ,810.0,nt, 08  5922  6411 ,deaton.robert@aol.com,diploma,automotive-worker,, 4109  4807  7329  2486 ,42,2018-08-25t12:53+00:00
R96161994,i141196996,jacky,t,ray,m,61,15/3/1959, 30  clubbe  crescent  collingrove  court ,macgregor,2615.0,act, 02  0469  7701 ,fttjschdge@hotmail.com,senior-secondary-school,farm-worker,10447.0, 6398  4614  4090  4971 ,40,2018-05-10t06:01+00:00
R42401013,d101402314,joseph,daequan,jones,f,27,16/7/1993, 5  canal  road  villa  47 ,paynesville,3880.0,vic, 03  3477  6029 ,joseph.jones@hotmail.com,doctoral-degree,general-manager,161534.0, 2292  4708  4195  1573 ,8,2020-06-02t02:10+00:00
R17273087,i103721778,rebecca,m,beal,f,45,12/10/1971, 4  Shaddock  Avenue ,Pymble,2073.0,NSW, 02  7594  5020 ,fox25@aol.com,certificate-iii,ict-technician,88671.0, 4535  0044  3398  1032 ,30,2016-11-17T04:56+00:00
R18340982,e118384029,dorothy,leigh,johnson,f,34,30/1/1985, 694  arlington  road  arlington ,tara,4421.0,qld, 07  1841  3160 ,dorothy35@yahoo.com,certificate-i,carer,39036.0, 5204  6637  5257  3598 ,12,2015-08-24T01:39+00:00
R73907488,e137878049,hermino,wayne,grady,m,46,21/12/1971, 157  Grey  Street ,Traralgon,3844.0,VIC, 03  7468  3539 ,grady.hermino@mail.com.au,secondary-school,shop-assistent,8770.0, 2034  1036  6101  2096 ,25,2012-09-01T06:06+00:00
R38968412,g138241689,christine,gaines,tenaro,f,30,13/10/1990, 10  diamond  street  royal  garden ,kingston,4114.0,qld, 07  0794  6498 ,christine.tenaro@hotmail.com,advance-diploma,other-technician,103749.0, 8994  6010  4387  6468 ,11,2020-04-04t20:35+00:00
R18404577,f101547748,bryan,elmond,terry,m,53,29/7/1963, 3  Tyndall  Road , Bonnet  Hill ,7053.0,TAS,,bryan.terry@yahoo.com,advance-diploma,health-professional,109318.0, 0537  8909  5463  0600 ,34,2012-09-01T23:16+00:00
R45220382,h122432850,marcia,,stines,f,34,14/9/1986, 2  mort  street  capital  medical  centre , canberra  city ,2601.0,act, 02  1168  7591 ,jhmbjrldkm@mail.com,senior-secondary-school,other-labourer,, 4201  3213  7923  7253 ,15,2020-04-12t08:37+00:00
R50552172,a115552270,william,frank,bandy,m,60,22/3/1960, 413  commercial  (west)  street  tower  view , mount  gambier ,5290.0,sa, 08  2712  5731 ,nnpakomdqn@gmail.com,certificate-i,personal-services-worker,74094.0, 4688  3723  5310  8969 ,39,2018-02-08t05:56+00:00
R16244951,a124514619,charles,allen,brundage,m,17,7/1/2000, 23  northcott  drive  div  adfa ,campbell,2612.0,act, 02  9798  7925 ,brundage61@gmail.com,senior-secondary-school,machinary-driver,12657.0, 2785  7452  4583  0699 ,1,2017-09-09T18:07+00:00
R18183697,c119831768,larry,enrique,fischer,m,19,25/9/2001, 3  parap  road  parap  village  shopping  centre ,parap,820.0,nt, 08  8075  5850 ,fischer.larry@mail.com.au,certificate-ii,automotive-worker,67375.0, 8665  6053  8411  1399 ,0,2020-04-25t10:47+00:00
R62024446,f140626424,james,neil,covington,m,47,5/6/1971, 19  Bushmans  Way , South  Morang ,3752.0,VIC, 03  0056  7772 ,covington.james@aol.com,bachelor-degree,ict-technician,, 8738  2641  7462  7121 ,28,2016-10-08T03:18+00:00
R92689537,i135979826,joan,r,robinson,f,20,20/9/2000, 125  santa  cruz  boulevard  rhode  island , clear  island  waters ,4226.0,qld, 07  0825  8149 ,robinson.joan@hotmail.com,certificate-ii,engineering-worker,67038.0, 1799  8155  9168  5659 ,1,2020-02-27t21:17+00:00
R64930958,f169308549,danny,harold,wallace,f,53,18/6/1964, 42  Bank  Street , West  Ryde ,2114.0,NSW, 02  9733  5601 ,danny.wallace@gmail.com,advance-diploma,legal-professional,112638.0, 3321  2716  5531  5968 ,37,2017-06-02T23:53+00:00
R63593858,i138659358,carolyn,freeman,dickerson,f,53,11/4/1967, 1015  mountain  ash  road  thisldoo ,bungonia,2580.0,nsw, 02  2990  3527 ,dickerson17@gmail.com,certificate-i,clerical-worker,43040.0, 1931  7195  6479  7541 ,34,2020-04-01t18:52+00:00
R51046783,e175014863,antonio,j,fleming,m,50,29/3/1970, 87  parker  street  bellevue  garden , port  macquarie ,2444.0,nsw, 02  9515  4397 ,rhapfopelb@yahoo.com,doctoral-degree,health-professional,145215.0, 6443  5605  3549  0635 ,31,2020-07-11t19:48+00:00
R92111350,b105139112,john,adam,crenshaw,f,10,11/6/2010, 1  spring  range  road  tarra  lakeview ,hall,2618.0,act, 02  1144  9962 ,john.crenshaw@mail.com.au,primary-school,,,,0,2020-04-20t11:13+00:00
R66583823,c123568683,james,elendil,neal,f,13,5/11/2007, 15  maple  street  the  arch  medical  centre ,maleny,4552.0,qld, 07  0694  2948 ,james48@aol.com,secondary-school,,0.0,,0,2020-06-19t15:23+00:00
R10062819,f161128900,allison,shoshana,brown,f,54,13/4/1964, 59  Brooks  Street , Macquarie  Fields ,2564.0,NSW, 02  1660  8136 ,nlhroqnnbn@yahoo.com,bachelor-degree,art-media-professional,, 9532  0514  1778  7208 ,30,2011-07-14T16:55+00:00
R91079582,h151287099,porshia,frances,bellman,f,48,26/9/1972, 373  bunya  road  warruga ,bunya,4055.0,qld, 07  8236  7254 ,bellman47@aol.com,certificate-ii,automotive-worker,-9999.0, 8669  8017  5657  8451 ,28,2019-10-15t22:19+00:00
R76297900,a172909607,judy,l,vail,f,32,8/10/1988, 1  bunya  highway  vics  crossing ,wondai,4606.0,qld, 07  0289  5837 ,judy16@mail.com.au,certificate-iii,other-worker,-9999.0, 1392  6100  8483  6929 ,12,2019-09-01t06:05+00:00
R50304433,e143343500,charles,wayne,davis,f,59,13/3/1961, 102  gimberts  road  grange  retrmnt  vlge ,morisset,2264.0,nsw,,davis87@mail.com,secondary-school,un-employed,3361.0, 1116  2345  1833  2232 ,39,2019-04-16t08:53+00:00
R56650257,h152655607,christopher,,lowry,f,46,8/3/1974, 10  mullers  lane  shambala  park  shetland  stud ,berry,2535.0,nsw, 02  9162  4125 ,qonmnjrios@hotmail.com,diploma,other-worker,59459.0, 2847  8979  3111  7442 ,27,2020-03-13t06:45+00:00
R99351583,g159895313,jane,riggan,long,f,54,23/7/1966, 48  the  mall  paspalis  centrepoint ,darwin,800.0,nt, 08  8619  7470 ,jane70@hotmail.com,secondary-school,construction-labourer,18886.0, 5964  7374  1806  2696 ,35,2020-01-14t04:27+00:00
R65254068,h142685056,luwana,e,foresman,f,15,5/10/2005, 2  bay  berry  lane  st  vincents  specialists  centre ,robina,4226.0,qld, 07  0820  6028 ,luwana.foresman@aol.com,secondary-school,,-9999.0,,0,2020-02-19t23:04+00:00
R10770972,i107072179,gerald,cornelius,defreese,m,26,22/3/1992, 54  duell  road  whitsunday  pandanu ,cannonvale,4802.0,qld, 07  7192  8049 ,defreese33@hotmail.com,certificate-i,other-service-worker,68118.0, 4728  7639  6039  4388 ,9,2018-05-19T21:18+00:00
R06441693,c196061443,paul,talbert,bolick,f,29,23/2/1991, 10  sands  terrace  resthaven  on  quarr ,mackay,4740.0,qld, 07  9491  2838 ,paul.bolick@mail.com.au,secondary-school,casual-worker,, 0747  1947  1926  7912 ,10,2020-07-23t11:38+00:00
R58530749,f135754890,rebecca,wells,jonczak,f,13,8/5/2007, 192  piggabeen  road  cobaki  broadwater  village , tweed  heads ,2485.0,nsw, 02  8164  9839 ,jonczak.rebecca@aol.com,secondary-school,,-9999.0,,0,2020-01-23t08:46+00:00
R60066684,b160064866,joseph,,harrington,f,18,10/12/2002, 40  nymagee  street  jemel ,narromine,2821.0,nsw, 02  3741  7446 ,harrington.joseph@mail.com,senior-secondary-school,casual-worker,0.0, 4559  3160  7372  0882 ,1,2020-01-19t05:36+00:00
R01863616,c111038666,michael,edward,parrish,f,57,9/9/1963, 51  Stanley  Street ,Warrnambool,3280.0,VIC, 03  9650  7651 ,michael.parrish@mail.com.au,bachelor-degree,health-professional,121634.0, 7935  5498  2590  5893 ,38,2020-11-11T16:47+00:00
R81603347,f146337081,howard,,lovelace,m,17,28/4/2003, 5  new  england  highway  spotted  gum  grove ,thornton,2322.0,nsw, 02  0067  9140 ,howard41@aol.com,senior-secondary-school,casual-worker,0.0, 7873  3097  6524  2772 ,2,2020-04-18t12:40+00:00
R01460300,e101400603,christopher,allen,santella,m,53,24/2/1967, 1  collarenebri  road  proctor  estate ,moree,2400.0,nsw, 02  9698  3600 ,christopher.santella@mail.com.au,diploma,ict-technician,94329.0, 1473  0825  4768  9734 ,34,2020-01-20t01:36+00:00
R56945039,g194595063,annie,gail,darwin,f,36,23/5/1984, 4  Torres  Street , Red  Hill ,2603.0,ACT,,ontmbjdale@hotmail.com,certificate-iii,construction-worker,, 2464  0203  5095  4585 ,17,2020-12-15T02:27+00:00
R95556109,a195550169,helen,,duvall,f,14,3/10/2006, 102  wells  street  appt  201 , south  melbourne ,3205.0,vic,,helen.duvall@gmail.com,secondary-school,,0.0,,0,2020-06-06t09:16+00:00
R22011025,e100522211,joseph,graydon,campbell,m,32,28/7/1988, 15  Heather  Avenue ,Woodforde,5072.0,SA, 08  5929  7556 ,campbell97@gmail.com,graduate-diploma,education-professional,112557.0, 0428  9388  5725  4130 ,13,2020-05-25T02:54+00:00
R11413370,b137131104,blake,stratton,merritt,m,40,26/9/1980, 7  Mawson  Court ,Morley,6062.0,WA, 08  3871  2213 ,blake.merritt@hotmail.com,certificate-iv,ict-technician,147749.0, 2270  2819  8918  9133 ,21,2020-10-21T09:53+00:00
R08994027,i100482997,jonathan,emil,routh,m,76,5/7/1944, 601  pinjarra  road  riverglades  resort ,mandurah,6210.0,wa, 08  2229  7206 ,jonathan.routh@gmail.com,certificate-i,re-tired,0.0, 7964  3896  9895  9473 ,45,2020-03-14t21:29+00:00
R65242552,e154226255,ronald,,harper,f,71,12/7/1949, 1575  portarlington  road  somerset  cottage ,drysdale,3222.0,vic, 03  5936  1224 ,ronald.harper@yahoo.com,bachelor-degree,ict-technician,114534.0, 9370  9218  0091  4486 ,48,2016-09-20t13:56+00:00
R28489892,h199282848,larry,anthony,hayes,f,27,5/8/1993, 1  grattan  court  erindale  dental  centre ,wanniassa,2903.0,act, 02  4194  6326 ,jqjlloeikr@hotmail.com,graduate-certificate,general-manager,-9999.0, 5249  6141  0041  4235 ,6,2018-02-11t03:16+00:00
R29397662,c172639269,mary,mendenhall,allison,f,32,12/1/1988, 21  buffalo  avenue  hms ,edwardstown,5039.0,sa, 08  5037  0444 ,allison.mary@yahoo.com,advance-diploma,other-technician,102620.0, 4692  8494  2143  3016 ,10,2017-12-13t12:47+00:00
R02266704,i176600224,bradford,earl,vick,m,22,8/4/1998, 46  sturt  approach  craigburn  estate , flagstaff  hill ,5159.0,sa, 08  1015  8249 ,bradford.vick@mail.com.au,certificate-iv,construction-worker,-9999.0, 3629  2504  6067  6634 ,3,2020-03-17t12:31+00:00
R89801416,g180411896,cephus,gray,scales,f,43,9/10/1976, 4  Coronet  Crescent ,Anula,812.0,NT,,rpqpmkarec@aol.com,certificate-i,other-clerical-worker,49916.0, 9212  3949  8212  3440 ,24,2018-04-06T06:05+00:00
