rec_id_medical,ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,rec_id_education,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
rec-55552,h158413971,60, 8341  85023  2  2 ,married-de-facto,190,69,19,76,233,0,dizzy,2014-10-12t21:45+00:00,R98173154,66,advance-diploma,other-technician,, 7025  2712  3740  0459 ,47,2020-06-19t08:33+00:00,joseph,herman,langdon,m,26/07/1954, 81  invermay  road  invermay  farm ,monbulk,3793.0,vic, 03  4569  3619 ,langdon.joseph@yahoo.com
rec-84648,b166978699,13, 4072  32205  1  3 ,,153,45,19,71,183,0,debridment-of-rt.-heel-and-toe,2018-06-07t06:47+00:00,R89699676,15,secondary-school,,,,0,2020-04-03t12:26+00:00,elliot,christian,brown,f,22/05/2005, 91  warren  road  access  street , nar  nar  goon ,3812.0,vic, 03  0306  3908 ,
rec-57211,g156759485,51, 1416  33950  1  2 ,married,171,90,30,73,86,0,headache,2011-11-04t09:37+00:00,R59487655,60,diploma,ict-technician,, 9601  3009  3191  5575 ,41,2020-07-13t07:24+00:00,joylanda,jo,eiden,f,16/05/1960, 5  explorer  drive  forest  place , albany  creek ,4035.0,qld, 07  9299  3723 ,eiden23@yahoo.com
rec-67214,h141551732,18, 5732  59492  1  2 ,not-married,167,90,32,77,224,0,musculoskeletal-pain---knees,2016-05-17t03:08+00:00,R32571415,22,advance-diploma,art-media-professional,, 9722  2211  6703  6438 ,3,2020-01-11t18:25+00:00,pamela,lucille,vernon,f,06/12/1998, 18  kent  street  peachtree  centre , nambucca  heads ,2448.0,nsw, 08  0545  5766 ,vernon8@yahoo.com
rec-49478,h161298898,62, 6429  58625  2  2 ,separated,168,70,24,78,183,0,depression,2016-07-04t21:27+00:00,R89268189,66,secondary-school,looking-for-employment,, 9737  6996  2805  4881 ,38,2011-12-10t08:52+00:00,akeem,leo,bryant,m,20/09/1954, 190  marble  hill  road  balaro ,goulburn,2580.0,nsw, 02  0242  2750 ,bryant82@gmail.com
rec-55828,h155452709,62, 3893  62820  2  2 ,not-married,194,75,19,75,242,0,headache,2013-07-07t17:55+00:00,R52055497,71,advance-diploma,health-professional,, 0778  4914  8294  9903 ,45,2013-10-24t21:35+00:00,michael,renard,hamilton,m,06/02/1949, 5186  calder  highway  big  hill ,lockwood,3551.0,vic, 03  7205  1480 ,michael.hamilton.aol.com
rec-90369,e137770273,44, 4011  52495  2  1 ,married,196,109,28,67,167,0,numbness-both-feet,2013-03-07t02:08+00:00,R77737230,51,senior-secondary-school,secretary,, 2045  2203  3921  1512 ,30,2018-03-24t04:39+00:00,stephen,levon,payne,f,18/07/1969, 4  woods  street  flt  1 , ascot  vale ,3032.0,vic,,payne.stephen@hotmail.com
rec-44193,g163703655,20, 4520  48809  2  2 ,married,173,-99,41,72,164,1,fainting/dizziness,2017-04-27t12:37+00:00,R30665375,22,diploma,other-technician,, 4184  5244  8438  7185 ,4,2019-08-10T23:18+00:00,jamal,william,gauldin,m,22/11/1997, 9999  wattagan  road  wattagan  vale ,laguna,2325.0,nsw,,kdelteftho@hotmail.com
rec-59313,a175239410,17, 3581  45949  1  2 ,married-de-facto,176,60,19,70,187,1,r-eye-cataract-surgery,2015-03-21t11:03+00:00,R92031574,22,certificate-iv,engineering-worker,, 2052  8405  7009  1947 ,3,2020-03-12t21:15+00:00,sarah,misenheimer,cordes,f,28/05/1998, 24  laidlaw  avenue  fernlea ,edenhope,3318.0,vic, 03  6864  1471 ,sarah67@gmail.com
rec-1340,c120831700,66, 5877  84932  2  2 ,married-de-facto,194,115,30,74,126,0,tingling-feeling-of-the-right-hand,2017-01-06t19:46+00:00,R82000713,69,certificate-ii,carer,, 1853  5115  7620  2270 ,48,2018-06-02t03:03+00:00,marshall,scott,battle,m,27/10/1951, 58  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  0347  6112 ,estkdmmdto@hotmail.com
rec-97876,a110173448,58, 5164  61359  1  1 ,married,184,114,33,78,226,0,mild-cognitive-impairment-(mci),2016-04-20t05:39+00:00,R84034171,62,certificate-i,secretary,, 7082  5709  9309  8397 ,41,2018-03-12t07:12+00:00,roger,lesley,marsh,f,25/12/1958, 89  beach  street  aptmnt  240 , port  melbourne ,3207.0,vic, 03  7840  4165 ,marsh32@yahoo.com
rec-32479,d137701642,23, 8418  30290  1  3 ,not-married,169,111,38,71,175,0,left-shoulder-replacement,2016-08-15t14:45+00:00,R71763024,27,certificate-iv,automotive-worker,, 6530  4470  6429  4722 ,7,2019-12-27t09:42+00:00,teri,b,speckmann,f,24/06/1993, 15  willow  tree  place  city  view  estate ,springvale,2650.0,nsw, 02  6288  8544 ,speckmann.teri@mail.com.au
rec-28871,f138278837,75, 6237  63949  1  2 ,divorced,184,145,42,74,169,0,basal-cell-carcinoma-(arms,2014-10-19t05:17+00:00,R87823783,81,diploma,re-tired,, 8130  0662  2385  8410 ,45,2018-05-11t16:17+00:00,joey,liscoe,gordon,m,11/09/1939, 14  south  terrace  taraki , kingston  se ,5275.0,sa, 08  4375  8454 ,joey79.mail.com
rec-95255,d128342249,6, 6137  93141  1  2 ,,134,32,17,78,125,0,surgery-for-skin-cancer,2013-07-13t19:30+00:00,R23849242,15,secondary-school,,,,0,2020-03-02t21:02+00:00,james,eugene,brown,f,03/04/2005, 77  brickport  road  cape  view ,uplands,7320.0,tas, 03  8840  0722 ,james10.gmail.com
rec-35570,h151615460,19, 5565  28795  1  2 ,divorced,186,99,28,72,133,1,abdominal-discomfort,2016-06-11t17:24+00:00,R46165150,23,certificate-iii,other-technician,, 6583  0122  4315  3917 ,4,2020-07-27t02:10+00:00,marcia,bernice,southerland,f,23/06/1997, 395  shell  road  the  lagoon , point  lonsdale ,3225.0,vic, 07  5857  5669 ,southerland9@gmail.com
rec-33819,f174212069,26, 7829  77000  2  1 ,married,189,124,34,67,136,0,actinic-damage-bilateral-legs,2012-01-04t02:58+00:00,R29026741,34,graduate-certificate,chief-executive,, 8759  8141  1033  7250 ,15,2020-02-18t02:46+00:00,pamela,ann,godfrey,f,08/02/1986, 48  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  7023  0811 ,godfrey.pamela@gmail.com
rec-87373,c188072978,8, 5971  59953  2  2 ,,134,33,18,82,109,0,intestinal-flu,2012-03-25t14:17+00:00,R97288078,16,senior-secondary-school,casual-worker,, 0129  9740  8597  6282 ,3,2020-07-11t16:30+00:00,jacob,hal,mcmanus,f,24/11/2004, 166  st  ambrose  grove  tudor  village ,lilydale,3140.0,vic, 03  6684  2021 ,soigoqpdcf@aol.com
rec-71001,b143892047,52, 9662  55095  1  1 ,not-married,170,64,22,69,125,0,shoulder-pain,2018-07-27t10:48+00:00,R42473809,54,certificate-ii,health-support-worker,, 4072  6639  4449  4158 ,33,2018-11-01t12:06+00:00,dustin,,hughes,f,20/01/1966, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  7541  5694 ,dustin.hughes@gmail.com
rec-69916,a120585686,63, 9615  52626  2  2 ,married,191,-99,24,79,226,0,tingling-rue,2017-08-10t14:06+00:00,R28680556,66,graduate-diploma,general-manager,, 5649  4001  7687  5957 ,47,2020-07-25t04:21+00:00,mark,,moreno,m,24/06/1954, 27  cromwell  circuit  cromwell  park , isabella  plains ,2905.0,act, 02  5813  0068 ,moreno.mark@mail.com.au
rec-72723,h133042222,52, 8642  94481  1  2 ,not-married,183,100,29,83,188,0,right-knee-pain,2016-12-20t05:23+00:00,R32243220,56,certificate-iii,ict-technician,, 1886  1839  8085  4322 ,37,2020-06-04t10:51+00:00,garry,joseph,runion,f,07/11/1964, 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt,,runion100@mail.com.au
rec-30777,b195018453,31, 1946  89161  1  2 ,not-married,189,119,33,77,160,0,depressed-mood,2018-11-24t08:46+00:00,R05351498,33,senior-secondary-school,secretary,, 7646  1287  7712  7734 ,10,2016-03-07t21:07+00:00,howard,lester,elliott,f,10/07/1987, 68  chatham  avenue  taree  medical  centre ,taree,2430.0,nsw, 02  8662  7716 ,elliott.howard.gmail.com
rec-9279,h112626115,59, 7598  50020  2  1 ,not-married,172,112,37,73,147,1,headache,2016-10-19t02:39+00:00,R12626151,63,certificate-ii,other-worker,, 1080  2027  1729  3496 ,43,2019-03-08t22:32+00:00,james,beatrice,burns,f,01/06/1957, 15  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  7013  2933 ,herkjssdgd@mail.com.au
rec-13913,a180330478,50, 4036  91821  2  2 ,married-de-facto,199,128,32,80,63,1,leg-pain-right,2018-07-26t09:14+00:00,R38043078,52,advance-diploma,other-technician,, 1773  3966  4365  4393 ,33,2020-07-04t05:14+00:00,nathan,curtis,wilson,m,09/04/1968, 5  railway  crescent  flt  7 ,romsey,3434.0,vic, 03  8170  2316 ,ldhngmnkim@hotmail.com
rec-90679,h120022556,10, 2224  10359  1  3 ,,143,38,18,69,238,0,prepatellar-bursectomy---left-knee,2012-01-05t13:24+00:00,R22650502,18,senior-secondary-school,casual-worker,, 7215  0326  1603  2019 ,1,2020-03-18t24:02+00:00,juan,lynn,coombs,m,02/06/2002, 1  trask  road  glenfell ,goorambat,3725.0,vic, 03  9760  1921 ,juan20@aol.com
rec-94683,g186066414,33, 7033  84676  1  2 ,not-married,182,115,34,79,144,0,bunionectomy,2014-08-02t01:36+00:00,R60486416,39,advance-diploma,ict-technician,, 2501  4738  1340  8481 ,15,2015-12-08t07:49+00:00,joshua,douglas,brooks,f,21/11/1981, 360  mickleham  road  caravn  ige ,westmeadows,3049.0,vic, 03  2356  9304 ,joshua80@yahoo.com
rec-78380,c143463241,53, 8168  73845  1  2 ,married-de-facto,198,109,27,72,180,0,increase-lack-of-motivation,2019-04-10t06:44+00:00,R42314346,54,graduate-diploma,chief-executive,, 0056  2297  1645  4548 ,34,2019-03-16t16:20+00:00,donald,jacob,evans,f,07/11/1966, 44  victoria  street  hastings  clinic ,hastings,3915.0,vic, 03  0108  4106 ,evans32@hotmail.com
rec-69290,g137881445,27, 5042  35524  2  2 ,divorced,199,124,31,72,133,0,back-pain,2016-06-05t19:59+00:00,R87144538,31,graduate-certificate,health-professional,, 1186  4157  6078  0083 ,12,2020-03-05t16:14+00:00,shannon,das,bradley,f,21/09/1989, 1  boundary  street  mackay  airport ,mackay,4217.0,qld, 07  0092  2738 ,shannon.bradley@gmail.com
rec-93039,c121348393,24, 4279  63739  1  2 ,separated,177,58,18,75,146,0,insomnia,2012-09-25t21:34+00:00,R32194338,32,masters-degree,manager,, 6660  2373  5003  5200 ,10,2017-07-17t10:07+00:00,leslie,g,williams,f,01/02/1988, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  3832  1131 ,williams.leslie@yahoo.com
rec-12870,h136544953,68, 8566  88697  1  1 ,not-married,198,67,17,78,129,0,intense-headache,2013-07-11t17:47+00:00,R54364953,75,senior-secondary-school,taxi-driver,, 7093  2030  5348  8814 ,53,2017-07-03t21:40+00:00,phyllis,leigh,harrison,f,02/02/1945, 7  keith  lane  level  one , fannie  bay ,2601.0,nt, 08  7324  0342 ,harrison16@aol.com
rec-28489,e157359767,27, 9606  56687  1  2 ,married,185,-99,38,80,151,0,cold,2016-11-09t05:55+00:00,R77557639,31,graduate-diploma,ict-professional,, 6731  2325  3586  0207 ,12,2020-04-12t05:05+00:00,michael,l,myron,m,08/05/1989, 1  fairview  street  shirlara ,wandoan,4419.0,qld, 07  1850  5442 ,myron79@yahoo.com
rec-47856,a181067244,20, 2165  54596  1  3 ,married,180,90,27,66,124,0,fall,2012-06-17t01:04+00:00,R61474820,28,certificate-iv,automotive-worker,, 1302  9693  8013  4155 ,5,2016-08-10t11:22+00:00,deborah,elon,poor,f,03/01/1992, 390  cobden  road  south  ecklin  road ,cobden,3266.0,vic, 03  9856  7683 ,sepkbimsnh@gmail.com
rec-7160,d148806039,17, 5922  32551  1  3 ,,180,78,24,76,146,0,slight-dizziness,2020-06-16t10:53+00:00,R09840368,13,senior-secondary-school,casual-worker,, 9693  9466  6149  7687 ,2,2016-03-20T05:45+00:00,tondelaya,hillian,vaught,f,06/09/2003, 1  golf  links  road  cottage ,maldon,3463.0,vic, 02  4570  2274 ,vaught45@gmail.com
rec-43914,h187895102,22, 2001  84291  1  3 ,not-married,182,-99,38,71,145,0,trigger-finger,2018-02-03t02:36+00:00,R92580781,24,certificate-ii,other-service-worker,, 2271  5225  8726  8802 ,5,2020-07-21t12:23+00:00,portia,marie,ross,f,26/01/1996, 140  south  terrace  rowethorpe ,bentley,6102.0,wa, 08  8384  0202 ,frbieglqqp@gmail.com
rec-16731,h194285072,16, 4052  84682  1  2 ,married-de-facto,189,75,20,72,201,0,low-energy/drowsiness,2013-07-18t06:03+00:00,R70922845,25,doctoral-degree,legislator,, 6262  5644  1317  6396 ,6,2020-07-02t19:37+00:00,john,andrew,bost,m,01/02/1995, 36  banksia  road  plum  tree ,stanage,4702.0,qld, 07  4704  0076 ,john.bost@hotmail.com
rec-31635,d187400410,31, 3769  50848  1  1 ,not-married,197,133,34,76,173,0,hip-pain--pins-placed,2019-09-02t16:09+00:00,R17044008,32,advance-diploma,legal-professional,, 6732  6031  6060  0723 ,10,2017-01-04t23:13+00:00,jeffery,vandyke,bircher,m,04/12/1988, 21  cavenagh  street  the  metro ,darwin,800.0,nt, 08  4572  4319 ,spmfckpnqs@mail.com
rec-44238,b130717494,61, 8409  77034  1  2 ,divorced,194,59,15,70,134,0,urinary-frequency,2016-01-17t21:19+00:00,R37940174,65,certificate-iii,ict-technician,, 2374  2466  5656  1944 ,46,2020-04-14t19:02+00:00,eric,harry,krider,m,28/05/1955, 4  wilkins  street  mawson  court ,mawson,2607.0,act, 02  6181  9368 ,krider47@mail.com
rec-1521,i104694527,63, 5266  38632  2  2 ,not-married,197,87,22,71,271,0,uti,2019-08-10t07:32+00:00,R47294560,64,certificate-ii,other-service-worker,, 7224  2972  5419  9475 ,45,2020-04-23t05:14+00:00,kristen,eloise,ford,f,11/06/1956, 118  yallambee  avenue  rsl  retirement  vlge ,gosford,2250.0,nsw, 02  1502  3155 ,kristen46@aol.com
rec-68549,h191157291,22, 1332  46228  2  2 ,married,170,104,35,72,92,0,hematuria,2011-06-09t11:22+00:00,R91115279,31,advance-diploma,art-media-professional,, 4946  5074  0118  0231 ,7,2015-04-04t06:25+00:00,vilma,lynnsmith,martin,f,04/11/1989, 98  jamieson  street  lovat  brae ,warrnambool,3280.0,vic, 03  6104  5375 ,martin.vilma@mail.com
rec-70961,a156585258,49, 3064  57740  1  1 ,married-de-facto,170,98,33,74,198,0,muscloskeletal-pain,2013-03-07t16:41+00:00,R52855856,56,certificate-iv,other-worker,, 5211  5049  2344  1845 ,37,2020-03-22t05:14+00:00,timothy,d,carter,m,30/11/1964, 1621  burra  road  bambara , burra  creek ,2620.0,nsw, 02  5208  0473 ,timothy93@aol.com
rec-62819,a194037603,48, 3726  55946  2  2 ,not-married,170,69,23,74,72,0,low-energy,2011-07-08t16:34+00:00,R07394630,57,advance-diploma,ict-technician,, 4898  0780  6180  5607 ,37,2019-04-03t05:33+00:00,karen,margaret,kerlin,m,13/10/1963, 108  farmborough  road  grove  retrmnt  vlge ,unanderra,2526.0,nsw, 02  5922  0119 ,karen76@gmail.com
rec-98251,a146997655,50, 5392  24805  2  2 ,married,180,64,19,71,178,0,double-vision,2017-02-01t03:24+00:00,R45965697,53,certificate-i,clerks,, 9668  2693  8397  7368 ,30,2016-12-12t04:11+00:00,earl,ray,frahm,m,12/10/1967, 71  bungoona  road  broadwater  vlge ,kincumber,2251.0,nsw, 02  4240  4371 ,frahm.earl@mail.com.au
rec-34169,g131750991,55, 7243  41897  1  2 ,not-married,190,62,17,75,212,1,dry-skin-along-hairline,2013-03-13t20:25+00:00,R39057191,65,certificate-ii,automotive-worker,, 1674  0095  0831  3476 ,37,2011-01-11t19:44+00:00,jacqueline,anne,bode,f,08/05/1955, 449  glenferrie  road  flt  4 ,kooyong,3144.0,vic, 03  9334  0411 ,bode89.mail.com
rec-92067,f109514245,23, 5439  21014  2  2 ,divorced,193,-99,25,74,140,0,shingles,2014-02-23t01:35+00:00,R02955441,29,certificate-iii,ict-technician,, 2999  8190  8879  8151 ,10,2020-02-04t17:59+00:00,cory,howard,stewart,f,31/07/1991, 1211  ophir  road  brooklyn  heights ,bathurst,2795.0,nsw, 02  5804  3773 ,
rec-37401,c174743402,12, 7482  56174  2  2 ,,158,37,14,70,248,0,dizziness/orthostatic-hypotension,2020-05-08t11:58+00:00,R43047274,12,secondary-school,,,,0,2020-07-09t13:21+00:00,kirsten,elaine,lewis,f,13/08/2008, 80  hilton  terrace  apt  4 ,noosaville,4566.0,qld, 07  1184  8378 ,lewis.kirsten@mail.com
rec-55537,i147568106,43, 9676  75129  1  1 ,not-married,179,124,38,74,156,0,headache,2020-01-14t19:38+00:00,R61760485,43,secondary-school,shop-assistent,, 7842  3649  8303  8106 ,22,2018-04-13t10:17+00:00,ke,elton,peek,m,28/09/1977, 59  smith  street  cml  building ,darwin,800.0,nt, 08  8077  4891 ,ke.peek@hotmail.com
rec-15552,a149161782,52, 8763  10706  2  1 ,married,177,75,23,71,221,0,nausea,2013-12-17t03:02+00:00,R18762194,58,certificate-ii,other-service-worker,, 9653  3296  7964  3001 ,36,2015-05-16T10:16+00:00,gregory,steven,ragland,f,08/12/1961, 161  london  circuit  colonial  building , canberra  city ,2617.0,act,,gregory.ragland@aol.com
rec-11814,i164626939,26, 6558  88054  2  2 ,separated,188,115,32,76,272,0,colon-polyps,2019-02-10t05:59+00:00,R36649692,27,masters-degree,art-media-professional,, 2167  2120  2817  9241 ,7,2019-05-16t05:17+00:00,lawrence,lee,stenerson,m,17/08/1993, 25  l'estrange  street  glenbrook ,glenside,5065.0,sa, 08  2352  7845 ,stenerson.lawrence@mail.com.au
rec-47802,i163638110,13, 1007  97158  2  2 ,,142,-99,36,71,146,0,increased-urinary-frequency,2019-03-20t20:38+00:00,R81606313,14,secondary-school,,,,0,2020-06-10t14:26+00:00,mark,l,ryder,m,06/09/2006, 100  orford  street  the  reservation ,corowa,2646.0,nsw, 02  6295  7275 ,mark.ryder@aol.com
rec-23290,i163115822,41, 2075  58564  2  1 ,married,165,144,52,75,121,0,toenail-infection,2015-12-18t18:53+00:00,R65128123,46,bachelor-degree,ict-technician,, 8363  2623  6920  0417 ,26,2019-08-12t22:31+00:00,roosevelt,lynn,smith,f,17/09/1974, 69  cherry  lane  giverny ,toolangi,3777.0,vic, 03  7020  6677 ,roosevelt.smith@hotmail.com
rec-58033,i175980444,20, 5021  93798  2  2 ,not-married,199,95,23,74,190,0,nausea,2017-04-20t02:07+00:00,R48945704,23,certificate-ii,other-worker,, 8674  1847  5693  9026 ,4,2020-04-27t10:34+00:00,lee,lawrence,conroy,f,05/08/1997, 62  lawrence  drive  earl  haven ,nerang,4211.0,qld, 07  5231  8126 ,conroy.lee@hotmail.com
rec-77897,a165680640,67, 9682  86079  1  2 ,married,189,133,37,79,121,0,fall,2016-04-19t23:24+00:00,R60086465,71,graduate-certificate,education-professional,, 4242  1431  7597  4533 ,51,2019-02-19t10:08+00:00,arthur,eric,bazemore,f,13/05/1949, 9  tereddan  drive  rosebank ,kilsyth,3137.0,vic, 03  5528  7263 ,bazemore.arthur@hotmail.com
rec-5953,h154059076,40, 8810  39468  1  1 ,married,198,87,22,72,106,0,headache-post-lp,2017-12-14t13:40+00:00,R75465090,43,certificate-ii,other-service-worker,, 7544  5911  6386  4174 ,23,2019-04-06t06:07+00:00,ray,xavier,fisher,m,12/10/1977, 6  lansell  court  flt  5 ,toorak,3142.0,vic, 03  7058  3740 ,fisher.ray@hotmail.com
rec-96752,d168021285,25, 1619  88036  2  2 ,not-married,171,129,44,72,167,1,low-energy,2017-12-15t22:47+00:00,R28286150,26,graduate-diploma,chief-executive,, 9839  3758  0116  9397 ,9,2018-07-07T15:34+00:00,walter,william,davis,f,26/07/1992, 8  ducholz  place  congreave  court ,emerald,2011.0,qld, 07  3852  8288 ,davis.walter@yahoo.com
rec-45714,g182941960,49, 9822  47598  1  1 ,married,189,99,27,76,88,0,dehydration,2017-01-10t19:31+00:00,R40629918,52,bachelor-degree,ict-technician,, 8705  3649  4363  5044 ,33,2020-01-21t06:40+00:00,christopher,phillips,pierce,m,20/03/1968, 231  ontario  avenue  10th  street ,mildura,3500.0,vic, 03  7850  5277 ,olhlmfcnde@gmail.com
rec-15182,b151250778,53, 8333  43666  1  1 ,married,171,117,40,71,225,0,basal-cell-carcinoma,2016-08-23t01:13+00:00,R77855210,57,diploma,other-technician,, 9965  3997  4626  3050 ,38,2020-10-12T22:20+00:00,robert,lee,scott,m,22/08/1963, 17  first  avenue  riverside  ret  vlg ,carrara,4211.0,qld, 07  6210  1622 ,scott.robert@yahoo.com
rec-15182,b151250778,53, 8333  43666  1  1 ,married,171,117,40,71,225,0,basal-cell-carcinoma,2016-08-23t01:13+00:00,R27701558,57,diploma,other-technician,, 9965  3997  4626  3050 ,38,2020-06-16t05:19+00:00,robert,lee,scott,m,22/08/1963, 17  first  avenue  riverside  ret  vlg ,carrara,4211.0,qld, 07  6210  1622 ,scott.robert@yahoo.com
rec-41179,d167174492,18, 5270  23262  1  2 ,married,186,-99,21,69,232,0,fall,2015-06-06t01:26+00:00,R64914772,23,certificate-iii,ict-technician,, 8373  8296  9078  1664 ,4,2020-01-23t14:52+00:00,ana,conover,lottes,f,12/03/1997, 1  hobart  place  amp  tower , canberra  city ,2601.0,act, 02  4375  6585 ,ana58@mail.com.au
rec-33239,c179869586,19, 2818  37412  1  2 ,not-married,174,-99,31,82,194,0,atrial-fibrillation,2016-08-07t21:31+00:00,R85976698,23,certificate-i,other-service-worker,, 8711  5573  2992  4267 ,4,2020-04-05t18:36+00:00,chadwick,lavon,kuster,m,05/03/1997, 16  national  circuit  national  press  club ,barton,7301.0,act, 02  6968  7870 ,kuster.chadwick.hotmail.com
rec-28774,b120789268,20, 2342  24840  1  3 ,divorced,185,110,32,77,149,0,drowsiness,2018-09-04t07:49+00:00,R67829802,22,certificate-ii,personal-services-worker,, 7764  2223  5719  4210 ,3,2020-05-04t02:31+00:00,zachariah,oscar,dummer,m,12/08/1998, 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  4834  8347 ,zachariah.dummer@hotmail.com
rec-49953,d146515742,18, 1445  66076  1  3 ,not-married,172,77,26,74,164,0,urinary-tract-infection,2014-09-09t19:22+00:00,R45657214,24,certificate-ii,construction-worker,, 8044  1639  0876  1392 ,5,2020-03-22t02:05+00:00,zachary,george,strittmatter,m,18/12/1996, 275  sky  farm  road  sky  farm ,claremont,7011.0,tas, 03  2358  0857 ,zachary3@mail.com.au
rec-34025,c199942451,14, 5315  30522  2  2 ,,153,58,24,70,129,0,urinary-tract-infection,2019-10-05t23:53+00:00,R99445291,15,secondary-school,,,,0,2020-02-22t04:40+00:00,peggy,ann,hardin,f,02/01/2005, 199  unley  road  malvern  medical  centre ,unley,5061.0,sa, 08  6092  7530 ,peggy.hardin@aol.com
rec-19896,e147720187,21, 6657  20505  2  3 ,married-de-facto,166,66,23,77,123,0,arthritis,2012-12-13t08:17+00:00,R77284701,29,doctoral-degree,art-media-professional,, 0550  2201  2749  4118 ,6,2016-05-20t20:03+00:00,linda,w,roy,f,30/04/1991, 70  sheppard  street  warehouse ,hume,2620.0,act, 02  9744  5288 ,linda91@aol.com
rec-49408,g193599755,57, 6753  69834  1  1 ,married,187,78,22,73,178,0,flare-of-candida-esophagitis,2017-09-17t16:41+00:00,R99355597,60,diploma,other-technician,, 0168  2257  1664  1898 ,41,2020-03-15t04:43+00:00,debra,keith,dawkins,f,13/11/1960, 636  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  1806  1605 ,debra52@mail.com
rec-65646,f139804730,21, 7844  17637  1  2 ,not-married,170,64,22,82,185,0,light-headed,2015-10-03t03:52+00:00,R40397083,26,graduate-diploma,chief-executive,, 0796  2071  1603  5896 ,7,2020-01-13t11:28+00:00,richard,anthony,mathews,m,22/12/1994, 395  moredun  street  marimba ,guyra,2281.0,nsw,,richard.mathews@hotmail.com
rec-2254,h191840604,30, 7823  51872  1  1 ,married-de-facto,198,140,35,75,62,0,uti,2018-01-13t23:52+00:00,R46040198,32,graduate-certificate,chief-executive,, 8511  5953  0291  3143 ,12,2019-05-01t21:28+00:00,donnie,maurice,allsbury,m,06/04/1988, 4  forbes  street  northgate  garden ,turner,2612.0,act, 02  4798  6858 ,allsbury.donnie@hotmail.com
rec-14977,e179663322,30, 3655  43194  2  2 ,married,197,121,31,78,139,1,dry-mouth-at-night,2019-12-19t17:08+00:00,R63276329,31,bachelor-degree,education-professional,, 7378  0211  9243  0815 ,12,2020-03-25t20:55+00:00,patricia,ruth,hayes,f,22/04/1989, 21  riverside  drive  king  ash  bay ,borroloola,854.0,nt, 08  5426  9730 ,hayes95@hotmail.com
rec-4288,i138002518,51, 6607  28171  1  1 ,married,190,119,32,76,143,0,difficulty-urinating,2019-04-19t01:46+00:00,R81280035,52,graduate-diploma,manager,, 5190  3109  7285  1070 ,33,2020-02-21t08:43+00:00,ravyn,m,dejournett,f,13/06/1968, 49  briggs  street  boyes ,pittsworth,4356.0,qld, 07  1378  4236 ,ravyn69@hotmail.com
rec-61170,b182569589,10, 5159  27545  1  3 ,,149,31,13,66,219,0,diarrhea,2014-03-26t20:15+00:00,R85856992,16,senior-secondary-school,casual-worker,, 3902  8957  9316  2029 ,3,2020-07-07t16:32+00:00,francheska,jonkheer,lewis,f,30/04/2004, 1  streatham  road  erindale ,skipton,3361.0,vic,,lewis.francheska@mail.com
rec-14876,a185055629,23, 6359  33700  1  2 ,married-de-facto,198,-99,16,74,106,1,depressed-mood,2018-06-21t23:05+00:00,R90562855,25,certificate-ii,construction-worker,, 9933  0966  0565  8385 ,6,2020-05-21t18:44+00:00,peggy,marie,conley,f,06/10/1995, 5  horizon  boulevarde  ormond  rise , hampton  park ,3976.0,vic, 03  1025  3504 ,peggy28@hotmail.com
rec-42577,d137905178,33, 4038  85452  1  1 ,separated,178,74,23,69,173,0,constipation,2013-07-01t01:14+00:00,R89570713,40,advance-diploma,ict-technician,, 1809  2306  2494  7773 ,11,2010-11-26t21:24+00:00,pamela,megan,alexander,f,22/05/1980, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  6540  9179 ,alexander.pamela@aol.com
rec-16196,c171817443,26, 8265  98334  1  2 ,married,183,148,44,76,145,0,ankle-swelling,2016-09-22t24:34+00:00,R43817471,30,senior-secondary-school,personal-assistant,, 2627  6613  4322  2106 ,11,2020-07-04t19:39+00:00,clarence,arthur,mcpherson,m,27/05/1990, 98  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  0840  9034 ,clarence4@mail.com.au
rec-17450,d113552770,59, 2722  32917  2  1 ,married-de-facto,171,87,29,70,229,1,high-cholesterol,2014-06-05t14:22+00:00,R15273507,63,senior-secondary-school,machinary-driver,, 0124  8323  0744  3652 ,47,2017-02-21T21:44+00:00,boyd,ajay,bailey,f,25/08/1954, 54  duell  road  whitsunday  pandanu ,cannonvale,3678.0,qld, 07  8222  2532 ,bailey.boyd@mail.com.au
