rec_id_medical,ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,rec_id_education,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
rec-2523,f141014042,8, 9040  21049  2  2 ,,125,34,21,69,130,0,chest-pain-on-exertion--angina,2020-05-01t01:12+00:00,R04214104,8,primary-school,,0.0,,0,2020-03-01t22:33+00:00,mildred,j,meeks,f,02/04/2012, 53  the  circuit  blackbutwood ,shellharbour,2529.0,nsw, 02  5358  3276 ,mildred91@aol.com
rec-71734,d135599390,11, 7150  71856  2  3 ,,135,31,17,75,173,0,fainted-and-passed-out,2019-06-02t08:10+00:00,R03599593,12,secondary-school,,0.0,,0,2020-01-24t17:32+00:00,francois,lee,leonard,f,11/12/2008, 18  cooradilla  street  raaf  base ,darwin,800.0,nt, 08  5498  9537 ,francois39@aol.com
rec-58314,i111355947,12, 3941  98087  2  2 ,,153,44,18,85,182,0,low-energy,2016-06-10t07:25+00:00,R75395141,16,senior-secondary-school,casual-worker,0.0, 7724  2044  9152  2888 ,3,2020-01-06t24:10+00:00,alan,barron,bryant,m,13/04/2004, 1  tobin  shortcut  road  mountain  creek  est , gin  gin ,4214.0,qld, 07  0443  2644 ,alan.bryant@yahoo.com
rec-84648,b166978699,13, 4072  32205  1  3 ,,153,45,19,71,183,0,debridment-of-rt.-heel-and-toe,2018-06-07t06:47+00:00,R89699676,15,secondary-school,,,,0,2020-04-03t12:26+00:00,elliot,christian,brown,f,22/05/2005, 91  warren  road  access  street , nar  nar  goon ,3812.0,vic, 03  0306  3908 ,
rec-19355,b185550890,10, 9824  83088  1  2 ,,129,29,17,76,117,0,dizziness,2016-07-09t06:20+00:00,R89555008,14,secondary-school,,0.0,,0,2020-02-13t19:17+00:00,sarai,hope,woodward,f,31/07/2006, 3  heard  street  belmont  est ,mawson,2607.0,act, 02  8147  0137 ,ecrnrfbjhr@yahoo.com
rec-58806,c122895705,12, 5984  36200  2  2 ,,136,65,35,77,156,0,multiple-hematomas-from-motorcycle-injury,2017-06-05t05:02+00:00,R52829075,15,secondary-school,,0.0,,0,2020-01-14t13:24+00:00,michael,allen,pitts,m,05/12/2005, 19  the  mall  paspaley  pearls  building ,darwin,800.0,nt, 08  3255  8496 ,pitts.michael@hotmail.com
rec-52532,a143257673,10, 6657  81255  1  2 ,,143,40,19,71,132,0,toe-nail-fungus,2016-06-11t08:54+00:00,R73465237,14,secondary-school,,0.0,,0,2020-04-26t21:16+00:00,jeffrey,mitchell,hines,m,24/05/2006, 25  taylor  street  green  desert ,keith,5267.0,sa, 08  2612  8689 ,jeffrey.hines@gmail.com
rec-91387,c187641069,8, 4838  94652  1  3 ,,136,38,20,76,196,0,pulled-back,2011-08-23t13:58+00:00,R48176609,17,senior-secondary-school,casual-worker,-9999.0, 2236  3945  5589  1915 ,2,2020-07-15t06:14+00:00,nicholas,alvis,ashford,m,14/03/2003, 49  bolsover  street  tannachy  specialist  centre ,rockhampton,4700.0,qld, 07  7588  8699 ,nicholas.ashford@mail.com.au
rec-88793,b199834622,10, 5023  96496  1  2 ,,142,34,16,82,212,0,drowsiness,2014-02-18t10:39+00:00,R68293942,16,senior-secondary-school,casual-worker,0.0, 3098  8054  7439  3014 ,3,2020-03-15t16:46+00:00,john,harold,ocheltree,f,29/01/2004, 8  york  street  jamieson  house ,beecroft,2119.0,nsw, 02  5246  0376 ,john.ocheltree@gmail.com
rec-7734,g166886205,7, 3141  14059  1  3 ,,118,23,16,77,65,0,pulmonary-fibrosis,2020-03-26t17:36+00:00,R66858602,7,primary-school,,0.0,,0,2020-05-08t20:48+00:00,rocky,hubert,young,m,01/06/2013, 191  middleton  road  mt  clarence ,albany,6330.0,wa, 08  6352  8895 ,young.rocky@yahoo.com
rec-95255,d128342249,6, 6137  93141  1  2 ,,134,32,17,78,125,0,surgery-for-skin-cancer,2013-07-13t19:30+00:00,R23849242,15,secondary-school,,,,0,2020-03-02t21:02+00:00,james,eugene,brown,f,03/04/2005, 77  brickport  road  cape  view ,uplands,7320.0,tas, 03  8840  0722 ,james10.gmail.com
rec-15328,a195935690,9, 9858  99730  1  2 ,,139,-99,15,79,272,0,muscloskeletal-pain,2020-04-16t03:07+00:00,R09563959,9,primary-school,,-9999.0,,0,2020-02-25t05:13+00:00,andrew,kyle,saile,m,26/09/2011, 1  bayside  boulevard  coughs  bay ,jamieson,3723.0,vic, 03  2638  0408 ,saile.andrew@aol.com
rec-87373,c188072978,8, 5971  59953  2  2 ,,134,33,18,82,109,0,intestinal-flu,2012-03-25t14:17+00:00,R97288078,16,senior-secondary-school,casual-worker,, 0129  9740  8597  6282 ,3,2020-07-11t16:30+00:00,jacob,hal,mcmanus,f,24/11/2004, 166  st  ambrose  grove  tudor  village ,lilydale,3140.0,vic, 03  6684  2021 ,soigoqpdcf@aol.com
rec-19776,d174640840,5, 1428  19629  2  2 ,,102,24,23,75,144,0,depressed-mood,2020-02-06t18:08+00:00,R78464400,5,pre-school,,0.0,,0,2020-01-15t17:28+00:00,judith,galloway,brown,f,13/05/2015, 1025  dales  creek  road  argyle ,bunnan,2337.0,nsw, 02  3964  9683 ,brown63@gmail.com
rec-11647,i148756846,5, 8370  16750  1  2 ,,115,24,18,76,244,0,fall,2015-08-18t23:54+00:00,R86748654,12,secondary-school,,0.0,,0,2020-06-03t01:27+00:00,jared,lawrence,smith,m,04/01/2008, 2  bronberg  court  regal  palms ,southport,4350.0,qld,,jared.smith.mail.com.au
rec-19837,f167055374,10, 4885  16887  1  3 ,,126,-99,34,69,214,0,swollen-warm-foot/then-alternated-to-the-other-foot.-had-doppler-that-showed-no-infection.-swelling-resolved-on-its-own,2017-07-19t20:34+00:00,R73067545,14,secondary-school,,-9999.0,,0,2020-01-18t17:16+00:00,cheryl,ashley,hall,f,20/10/2006, 41  amy  road  flt  2 ,newstead,7250.0,tas,,bqoldcgtpt@mail.com
rec-84687,a120976894,10, 2135  25188  1  2 ,,131,35,20,73,132,0,fall,2015-11-19t18:18+00:00,R97986042,15,secondary-school,,0.0,,0,2020-04-12t22:27+00:00,darian,jan,saine,f,06/04/2005, 260  creek  road  sheep  station ,yellingbo,3139.0,vic, 03  4250  5678 ,klmltacohh@mail.com.au
rec-34016,i100697222,11, 8934  48605  2  3 ,,137,47,25,73,179,0,diarrhea,2014-07-21t13:12+00:00,R22906720,17,senior-secondary-school,casual-worker,0.0, 1268  7638  3174  1178 ,2,2020-01-25t22:31+00:00,demetris,marie,spicer,m,23/06/2003, 18  cooradilla  street  raaf  base ,darwin,800.0,nt, 08  0942  7519 ,demetris.spicer@mail.com.au
rec-77425,e151204837,8, 8777  38125  2  2 ,,122,26,17,72,85,0,hyperlipidemia,2015-01-24t12:48+00:00,R50238147,13,secondary-school,,0.0,,0,2020-01-09t12:18+00:00,huron,alan,hoilman,f,10/05/2007, 4  south  buninyong  road  logie  brae ,dubbo,2830.0,nsw, 02  5526  2470 ,hoilman.huron@gmail.com
rec-45484,d158543066,10, 5978  32896  2  3 ,,136,49,26,76,234,0,full-depth-rotator-cuff-tear,2017-03-22t11:17+00:00,R60354856,13,secondary-school,,0.0,,0,2020-05-25t11:27+00:00,pamela,bass,shepherd,f,29/06/2007, 35  jordan  terrace  the  cottage , bowen  hills ,4006.0,qld, 07  7722  1200 ,pamela39@mail.com.au
rec-96685,h149164162,5, 9188  10096  2  2 ,,114,23,17,75,196,0,hot-flashes,2014-05-16t14:15+00:00,R61491264,11,primary-school,,0.0,,0,2020-01-01t18:07+00:00,sheila,joseph,wade,f,18/11/2009, 10  marine  parade  huntington  apartments ,southport,4215.0,qld, 07  6080  1598 ,wade.sheila@hotmail.com
rec-29277,a187130205,9, 6833  42378  1  2 ,,125,-99,27,69,182,0,coughing,2017-11-10t17:53+00:00,R57130820,13,secondary-school,,0.0,,0,2020-05-20t08:45+00:00,mildred,marie,koch,f,16/02/2007, 8  kurrajong  place  greenslopes , north  rockhampton ,4701.0,qld, 07  8758  8340 ,koch69.mail.com
rec-64247,f131609469,8, 2375  49884  1  2 ,,120,30,20,72,108,0,pleurosentesis,2015-05-24t17:33+00:00,R14639069,13,secondary-school,,0.0,,0,2020-01-22t24:19+00:00,david,ross,alexander,m,03/08/2007, 8  werrigal  street  the  kiln ,wongarbon,2831.0,nsw, 02  3359  6649 ,anodpphkos@gmail.com
rec-88228,c116828378,18, 3312  36199  1  3 ,,181,64,19,65,148,0,bronchiogenic-carcinoma,2020-05-02t06:35+00:00,R83621788,18,senior-secondary-school,casual-worker,0.0, 8610  5872  8280  1453 ,1,2020-03-16t15:30+00:00,gerard,eugene,teseniar,f,18/06/2002, 29  cavenagh  street  chin  arcade ,darwin,800.0,nt, 08  9034  1469 ,qclaarjipi@yahoo.com
rec-83724,a131943466,11, 3667  71940  2  3 ,,133,-99,30,77,198,0,weakness,2014-05-18t09:30+00:00,R64493316,17,senior-secondary-school,casual-worker,0.0, 3097  5937  7283  7285 ,2,2020-05-07t11:53+00:00,timothy,merrill,mack,f,10/11/2003, 179  coombabah  road  harbour  landing , runaway  bay ,4216.0,qld, 07  9242  3360 ,mack.timothy@mail.com
rec-25966,a154669220,9, 7031  47711  1  2 ,,133,38,21,77,271,0,diarrhea,2014-04-22t10:56+00:00,R02664592,12,secondary-school,,-9999.0,,0,2017-11-06T10:04+00:00,euniqua,s,katerakis,f,09/08/2005, 90  minchin  road  calimna ,tatura,3616.0,vic, 03  3427  0033 ,euniqua.katerakis@mail.com.au
rec-25966,a154669220,9, 7031  47711  1  2 ,,133,38,21,77,271,0,diarrhea,2014-04-22t10:56+00:00,R46962250,15,secondary-school,,0.0,,0,2020-01-11t15:20+00:00,euniqua,s,katerakis,f,09/08/2005, 90  minchin  road  calimna ,tatura,3616.0,vic, 03  3427  0033 ,euniqua.katerakis@mail.com.au
rec-46158,i162139832,13, 3398  36318  1  3 ,,168,59,20,74,260,0,tooth-pulled-due-to-infection,2018-07-09t16:28+00:00,R91386232,15,secondary-school,,-9999.0,,0,2020-06-19t11:55+00:00,dina,sue,eldridge,f,19/09/2005, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  0634  2813 ,dlqgtngmct@mail.com.au
rec-90679,h120022556,10, 2224  10359  1  3 ,,143,38,18,69,238,0,prepatellar-bursectomy---left-knee,2012-01-05t13:24+00:00,R22650502,18,senior-secondary-school,casual-worker,, 7215  0326  1603  2019 ,1,2020-03-18t24:02+00:00,juan,lynn,coombs,m,02/06/2002, 1  trask  road  glenfell ,goorambat,3725.0,vic, 03  9760  1921 ,juan20@aol.com
rec-58209,c159250448,9, 1515  47655  2  2 ,,133,29,16,76,145,0,edema-bilateral-ankles-and-right-write,2013-12-14t03:46+00:00,R20545849,16,senior-secondary-school,casual-worker,0.0, 1303  4375  2588  8660 ,3,2020-02-17t10:14+00:00,adam,elroy,kennedy,m,26/08/2004, 14  rawson  street  garden  flat ,swansea,2281.0,nsw, 02  8842  7963 ,cssbbkpjsb.yahoo.com
rec-12230,b102393640,12, 6840  95345  2  3 ,,149,39,17,76,278,1,stomach-hiatus,2018-11-08t10:58+00:00,R90334206,14,secondary-school,,0.0,,0,2020-07-07t06:42+00:00,perry,stephen,richter,m,30/08/2006, 14  toormina  road  toormina  medical  centre ,toormina,2452.0,nsw, 02  3697  0994 ,richter21@gmail.com
rec-1458,h154468271,11, 7302  68514  1  3 ,,139,53,27,66,79,0,fall,2015-08-20t19:48+00:00,R56844217,16,senior-secondary-school,casual-worker,0.0, 9391  2578  5527  5971 ,3,2020-07-07t01:09+00:00,melissa,marie,house,f,29/03/2004, 13  london  circuit  london  court , canberra  city ,2601.0,act, 02  5715  7886 ,house10@mail.com
rec-66836,e176193266,15, 8416  73133  1  2 ,,178,91,28,80,124,0,coughing,2017-05-20t03:45+00:00,R29136667,18,senior-secondary-school,casual-worker,0.0, 8664  7319  0389  4934 ,1,2020-04-07t14:15+00:00,ava,pangle,hoff,f,27/02/2002, 29  cavenagh  street  chin  arcade ,darwin,800.0,nt, 08  9553  8617 ,hthoqilbsf@mail.com
rec-39581,h168771841,7, 6247  78527  2  3 ,,127,27,16,78,183,0,cataract-surgery,2015-08-25t09:32+00:00,R48187761,12,secondary-school,,0.0,,0,2020-06-22t04:13+00:00,angela,horton,barber,f,10/12/2008, 1  cape  schanck  road  wirilda , cape  schanck ,3939.0,vic, 03  0235  6232 ,angela13@hotmail.com
rec-7160,d148806039,17, 5922  32551  1  3 ,,180,78,24,76,146,0,slight-dizziness,2020-06-16t10:53+00:00,R83609840,17,senior-secondary-school,casual-worker,0.0, 9693  9466  6149  7687 ,2,2020-02-02t15:46+00:00,tondelaya,hillian,vaught,f,06/09/2003, 1  golf  links  road  cottage ,maldon,3463.0,vic, 03  1177  7450 ,vaught45@gmail.com
rec-7160,d148806039,17, 5922  32551  1  3 ,,180,78,24,76,146,0,slight-dizziness,2020-06-16t10:53+00:00,R09840368,13,senior-secondary-school,casual-worker,, 9693  9466  6149  7687 ,2,2016-03-20T05:45+00:00,tondelaya,hillian,vaught,f,06/09/2003, 1  golf  links  road  cottage ,maldon,3463.0,vic, 02  4570  2274 ,vaught45@gmail.com
rec-66429,i145047130,12, 2809  16635  2  2 ,,141,50,25,74,179,0,subconjunctival-hemorrhage,2019-10-12t20:11+00:00,R54037140,13,secondary-school,,0.0,,0,2020-03-09t16:53+00:00,mark,donald,owen,m,15/08/2007, 54  obley  street  bishop  street ,cumnock,2867.0,nsw, 02  3400  6022 ,lcirertgpa@gmail.com
rec-71206,h177706759,9, 6431  24505  1  2 ,,134,38,21,74,77,0,cataract-surgery,2020-01-23t14:48+00:00,R09767757,9,primary-school,,0.0,,0,2020-03-05t13:02+00:00,carlton,glenn,moore,f,18/09/2011, 66  hutton  road  glen  alvie ,keysborough,3173.0,vic, 03  1924  4417 ,carlton88@gmail.com
rec-1495,b175949566,12, 1191  76800  1  2 ,,151,36,15,76,268,0,ankle-swelling,2016-12-20t23:25+00:00,R99755646,16,senior-secondary-school,casual-worker,-9999.0, 9817  1777  6204  1511 ,3,2020-03-02t08:26+00:00,nathan,j,cabrera-hernandez,m,18/02/2004, 159  red  tank  road  claremont  grange ,strathfieldsaye,3551.0,vic, 03  7849  9929 ,cabrera-hernandez.nathan@gmail.com
rec-92075,d146800991,14, 3046  50836  2  2 ,,148,52,23,75,96,0,bloody,2016-05-17t09:45+00:00,R49108069,18,senior-secondary-school,casual-worker,0.0, 2231  9056  6072  1136 ,1,2020-01-25t12:05+00:00,mickey,clinton,russell,f,19/02/2002, 340  old  school  road  busbey's  flat ,rappville,2469.0,nsw, 02  9876  8338 ,russell25@mail.com.au
rec-52536,g160401574,11, 7579  62016  1  2 ,,138,31,16,75,179,0,diarrhea-(stomach-bug),2016-06-01t03:06+00:00,R64041570,15,secondary-school,,0.0,,0,2020-06-27t19:30+00:00,adrian,nicholas,akhavi,m,28/12/2005, 16  cumberland  road  villa  5 ,ingleburn,2565.0,nsw, 02  5707  4704 ,adrian.akhavi@aol.com
rec-52536,g160401574,11, 7579  62016  1  2 ,,138,31,16,75,179,0,diarrhea-(stomach-bug),2016-06-01t03:06+00:00,R06501447,15,secondary-school,,-9999.0,,0,2020-12-26T06:20+00:00,adrian,nicholas,akhavi,m,28/12/2005, 16  cumberland  road  villa  5 ,ingleburn,4568.0,nsw, 02  5707  4704 ,adrian.akhavi@aol.com
rec-36281,b139593504,12, 2914  73757  2  3 ,,157,45,18,77,296,0,low-energy,2020-03-03t12:12+00:00,R30559349,12,secondary-school,,0.0,,0,2020-05-16t24:01+00:00,deon,davis,willis,m,05/05/2008, 425  forest  road  westbrook ,millthorpe,2798.0,nsw, 02  9454  0632 ,deon12@aol.com
rec-10502,c152524504,8, 9912  66670  2  3 ,,138,33,17,67,157,0,brain-bleed,2014-01-16t06:53+00:00,R25524450,14,secondary-school,,0.0,,0,2020-07-21t10:43+00:00,jacquelyn,faye,moore,f,08/06/2006, 26  magnolia  drive  darlington  park , corindi  beach ,2456.0,nsw,,gqjascdtsp@hotmail.com
rec-94945,d198994834,7, 4484  36094  1  3 ,,110,31,25,77,122,0,insomnia,2013-07-14t06:10+00:00,R99449838,14,secondary-school,,0.0,,0,2020-07-23t07:22+00:00,robert,edmond,coney,f,22/01/2006, 39  orchard  crescent  flt  5 , box  hill  north ,3129.0,vic, 03  9509  2957 ,robert100@mail.com.au
rec-34878,f107671884,8, 5623  33636  2  3 ,,132,-99,18,77,258,0,coughing-due-post-nasal-drip,2012-01-10t16:58+00:00,R77681048,16,senior-secondary-school,casual-worker,0.0, 1460  6556  0046  1416 ,3,2020-02-20t21:48+00:00,manya,noemi,turner,f,01/04/2004, 134  templeton  street  wang  priv  hospital ,wangaratta,3677.0,vic, 07  4374  0425 ,manya.turner@mail.com.au
rec-4643,d122001921,12, 2716  74124  1  2 ,,132,42,24,71,121,0,neck-rash,2015-12-10t04:11+00:00,R20910221,17,senior-secondary-school,casual-worker,0.0, 1002  0761  3055  1526 ,2,2020-06-23t16:20+00:00,robert,franklin,busch,m,06/09/2003, 40  kaolin  road  virginia  estate ,virginia,835.0,nt, 08  4808  1571 ,robert.busch@yahoo.com
rec-39719,e131927145,14, 3001  30160  2  3 ,,143,83,40,76,206,0,syncope,2017-02-10t12:04+00:00,R95123741,17,senior-secondary-school,casual-worker,0.0, 9339  0027  7695  0259 ,2,2020-03-14t04:35+00:00,lauren,boyce,riley,f,30/07/2003, 2  wattle  court  timberlands  estate , alligator  creek ,4740.0,qld, 07  7807  3419 ,eekomtdmpp@mail.com
rec-90064,c100732965,6, 9394  50122  1  2 ,,120,27,18,69,164,0,fall,2020-02-24t05:25+00:00,R35079062,6,primary-school,,0.0,,0,2020-06-04t03:35+00:00,gregg,bower,canter,f,21/04/2014, 24  pitnacree  road  truck  yard , east  maitland ,2323.0,nsw, 02  9299  1045 ,gregg78@gmail.com
rec-43758,g164690076,12, 6569  31710  2  3 ,,147,53,24,76,48,0,inflammed-second-toe,2015-09-06t09:27+00:00,R46060796,17,senior-secondary-school,casual-worker,0.0, 5846  7998  1578  7835 ,2,2020-01-26t21:27+00:00,maryann,cole,dollar,f,10/11/2003, 1  hillview  avenue  red  dog  ret ,toowoomba,4350.0,qld, 07  6817  7532 ,maryann88@aol.com
rec-54284,h114492213,12, 9179  54685  2  2 ,,156,58,23,74,122,0,sinus-infection,2017-01-21t15:40+00:00,R39422141,15,secondary-school,,0.0,,0,2020-04-07t14:54+00:00,john,patrick,lakey,m,06/12/2005, 3049  gold  coast  highway  floor  paradise  towers , surfers  paradise ,4217.0,qld, 07  1752  2937 ,scslgtlnjf@gmail.com
rec-27461,a144085977,13, 2257  74579  2  3 ,,166,-99,24,68,165,1,fall,2015-01-10t13:38+00:00,R57804497,18,senior-secondary-school,casual-worker,0.0, 6916  6592  8500  2453 ,1,2020-03-17t24:27+00:00,robecca,latoya,lloyd,f,29/07/2002, 11  carnaby  street  little  tinana  est ,bidwill,4213.0,qld, 07  4724  5575 ,cslroekkcl@mail.com
rec-54269,h153760192,10, 6494  90675  2  3 ,,142,37,18,82,187,0,kidney-infection,2020-02-11t06:46+00:00,R13076925,10,primary-school,,0.0,,0,2020-06-20t03:53+00:00,donald,john,cain,m,27/08/2010, 7  cowper  street  taree  carvn  park ,taree,2430.0,nsw, 02  2189  4972 ,cain.donald@yahoo.com
rec-54269,h153760192,10, 6494  90675  2  3 ,,142,37,18,82,187,0,kidney-infection,2020-02-11t06:46+00:00,R16095372,7,primary-school,,0.0,,0,2017-12-07T16:59+00:00,donald,john,cain,m,27/08/2010, 7  cowper  street  taree  carvn  park ,taree,2430.0,nsw, 02  6683  9353 ,cain.donald@yahoo.com
rec-37401,c174743402,12, 7482  56174  2  2 ,,158,37,14,70,248,0,dizziness/orthostatic-hypotension,2020-05-08t11:58+00:00,R43047274,12,secondary-school,,,,0,2020-07-09t13:21+00:00,kirsten,elaine,lewis,f,13/08/2008, 80  hilton  terrace  apt  4 ,noosaville,4566.0,qld, 07  1184  8378 ,lewis.kirsten@mail.com
rec-91335,b146358714,15, 3852  47179  2  3 ,,157,90,36,65,187,0,respiratory-tract-infection,2018-05-19t09:31+00:00,R65741843,17,senior-secondary-school,casual-worker,0.0, 5274  8930  2881  5855 ,2,2020-01-07t05:11+00:00,david,earl,lovett,f,08/01/2003, 20  ray  avenue  ray  village ,busselton,6280.0,wa, 08  9787  9084 ,david.lovett@mail.com
rec-33920,a167066480,10, 9072  96369  1  3 ,,131,31,18,76,220,0,epidural-for-pain-associated-with-spinal-stenosis,2016-04-27t22:30+00:00,R80066764,14,secondary-school,,0.0,,0,2020-01-05t05:16+00:00,bonita,pecolia,garner,f,10/03/2006, 180  dorset  road  flt  3 ,croydon,3136.0,vic, 08  9573  3124 ,bonita.garner@yahoo.com
rec-47802,i163638110,13, 1007  97158  2  2 ,,142,-99,36,71,146,0,increased-urinary-frequency,2019-03-20t20:38+00:00,R81606313,14,secondary-school,,,,0,2020-06-10t14:26+00:00,mark,l,ryder,m,06/09/2006, 100  orford  street  the  reservation ,corowa,2646.0,nsw, 02  6295  7275 ,mark.ryder@aol.com
rec-16348,h167529730,10, 6600  58924  2  3 ,,132,43,24,75,152,0,fall,2016-03-13t05:32+00:00,R67097532,14,secondary-school,,0.0,,0,2020-03-09t02:37+00:00,gregory,jerome,hall,f,27/03/2006, 8  homestead  avenue  the  elms , walkley  heights ,5098.0,sa, 08  5146  7597 ,hall38@mail.com.au
rec-83548,b112663905,11, 2948  58200  1  2 ,,158,50,20,72,201,0,dizziness,2014-10-06t16:19+00:00,R90362156,18,senior-secondary-school,casual-worker,0.0, 9159  0167  6748  6097 ,1,2020-06-12t15:39+00:00,daniel,daryl,myers,f,22/08/2002, 240  wiridgil  lane  bimberdong ,camperdown,3221.0,vic, 03  6006  6024 ,myers.daniel.gmail.com
rec-83972,f175598033,12, 1982  79148  2  3 ,,135,59,32,68,209,0,urinary-tract-infection,2017-03-06t04:10+00:00,R70585393,15,secondary-school,,-9999.0,,0,2020-02-23t23:54+00:00,franklin,wayne,rashed,f,03/03/2005, 22  wattle  avenue  rowethorpe ,bentley,6102.0,wa, 08  7054  9745 ,rashed43@hotmail.com
rec-99255,h151202597,12, 9233  59008  2  2 ,,162,67,25,81,185,0,spells-of-coughing-in-am,2018-03-20t19:22+00:00,R25521097,17,senior-secondary-school,casual-worker,0.0, 1764  0883  1016  1587 ,2,2020-05-07t04:02+00:00,walter,d,martin,f,12/03/2003, 7  james  street  mellour  court ,gilberton,5081.0,sa, 08  9587  1668 ,walter.martin.yahoo.com
rec-99255,h151202597,12, 9233  59008  2  2 ,,162,67,25,81,185,0,spells-of-coughing-in-am,2018-03-20t19:22+00:00,R25275091,17,senior-secondary-school,casual-worker,0.0, 1764  0883  1016  1587 ,2,2020-05-07t04:02+00:00,walter,d,martin,f,12/03/2003, 7  james  street  mellour  court ,gilberton,5081.0,sa, 08  9587  1668 ,walter.martin.yahoo.com
rec-34025,c199942451,14, 5315  30522  2  2 ,,153,58,24,70,129,0,urinary-tract-infection,2019-10-05t23:53+00:00,R99445291,15,secondary-school,,,,0,2020-02-22t04:40+00:00,peggy,ann,hardin,f,02/01/2005, 199  unley  road  malvern  medical  centre ,unley,5061.0,sa, 08  6092  7530 ,peggy.hardin@aol.com
rec-87851,g183508301,7, 7795  95241  2  3 ,,125,-99,19,71,145,0,left-eye-cataract,2020-07-26t20:02+00:00,R31003588,7,primary-school,,-9999.0,,0,2020-06-12t11:21+00:00,billy,j,smith,f,15/01/2013, 14  castlereagh  street  summit  cotge ,penrith,2750.0,nsw, 02  3024  8035 ,billy.smith@aol.com
rec-74830,e166589688,15, 4627  84362  1  2 ,,162,94,35,80,181,0,drowsiness,2019-04-01t09:08+00:00,R68659886,16,senior-secondary-school,casual-worker,0.0, 6477  0397  4529  5964 ,3,2020-07-17t09:47+00:00,nicholas,walter,brendle,f,23/12/2004, 96  grayson  drive  clarendon ,scoresby,3179.0,vic, 03  7224  0014 ,oeahnctejj@aol.com
rec-51570,c142204408,9, 6956  10627  2  2 ,,142,-99,21,76,209,0,squamous-cell-carcinoma,2018-12-15t23:50+00:00,R24448020,11,primary-school,,-9999.0,,0,2020-03-13t17:53+00:00,christopher,darrell,dawson,m,22/10/2009, 1  jeanes  road  moline  village ,karrinyup,6018.0,wa,,christopher.dawson@mail.com.au
rec-96444,h193056559,8, 1508  72412  1  3 ,,118,26,18,76,174,0,sweating,2020-05-06t20:34+00:00,R36995505,8,primary-school,,0.0,,0,2020-07-11t07:40+00:00,harry,gerard,kelley,f,15/09/2012, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  8358  8837 ,kelley88@aol.com
rec-23725,e114630667,9, 2064  81042  1  3 ,,144,-99,12,76,189,0,torn-meniscus-left-knee,2015-08-16t12:49+00:00,R30461766,14,secondary-school,,-9999.0,,0,2020-01-21t13:58+00:00,natalie,bongrazio,livingston,f,17/12/2006, 81  anne  findlay  place  koah  lodge , bateau  bay ,2340.0,nsw, 02  6659  1376 ,meidsmfose@hotmail.com
rec-61170,b182569589,10, 5159  27545  1  3 ,,149,31,13,66,219,0,diarrhea,2014-03-26t20:15+00:00,R85856992,16,senior-secondary-school,casual-worker,, 3902  8957  9316  2029 ,3,2020-07-07t16:32+00:00,francheska,jonkheer,lewis,f,30/04/2004, 1  streatham  road  erindale ,skipton,3361.0,vic,,lewis.francheska@mail.com
rec-89327,f196832973,13, 8319  60148  2  2 ,,143,75,36,74,214,0,abdomenal-pain,2016-10-17t15:21+00:00,R33978962,17,senior-secondary-school,casual-worker,0.0, 7980  0606  3114  1009 ,2,2020-07-18t08:39+00:00,randolph,lewis,macmillian,m,01/07/2003, 55  wetherby  road  flea , howard  springs ,835.0,nt, 08  3401  1348 ,macmillian.randolph@aol.com
rec-57274,h130655510,7, 6074  98458  2  3 ,,129,21,12,75,208,0,gerd,2015-05-24t16:34+00:00,R35615005,12,secondary-school,,-9999.0,,0,2020-07-03t11:02+00:00,vicki,emogene,brink,f,27/03/2008, 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt, 08  1390  8864 ,vicki.brink@mail.com
rec-94467,b161728853,18, 8381  71167  1  3 ,,179,-99,17,71,112,0,nausea,2020-03-05t10:38+00:00,R83578612,18,senior-secondary-school,casual-worker,, 9227  6867  9006  6912 ,1,2020-04-09t08:23+00:00,phillip,dean,smith,m,17/12/2002, 52  moir  lane  the  ridge ,acheron,3714.0,vic, 03  4495  7026 ,smith48@mail.com.au
rec-94467,b161728853,18, 8381  71167  1  3 ,,179,-99,17,71,112,0,nausea,2020-03-05t10:38+00:00,R85782163,17,senior-secondary-school,casual-worker,-9999.0, 9227  6867  9006  6912 ,1,2019-06-11T14:47+00:00,phillip,dean,smith,m,17/12/2002, 52  moir  lane  the  ridge ,acheron,3714.0,vic, 08  0019  7753 ,smith48@mail.com.au
rec-31262,g148697726,9, 1349  91146  2  3 ,,126,35,22,73,229,0,hernia,2020-03-23t24:37+00:00,R78496627,9,primary-school,,,,0,2020-04-23t14:39+00:00,patricia,yvette,mcbride,m,28/08/2011, 1  vermont  rise  village  walk , vermont  south ,3133.0,vic, 03  7062  3936 ,mcbride.patricia@gmail.com
rec-46341,g159411090,5, 2361  31793  1  2 ,,102,19,18,69,204,0,right-ear-fullness,2013-05-02t04:44+00:00,R09510941,12,secondary-school,,0.0,,0,2020-04-08t14:27+00:00,terry,l,smart,m,28/04/2008, 11  tingira  crescent  sea  vista  noosa , sunshine  beach ,4567.0,qld, 07  3920  9635 ,hadppesnod@gmail.com
